Title,Authors,Genre,Price,Rating,Description,Image
Collins Cambridge International AS & A Level – Cambridge International AS & A Level Further Mathematics Further Pure Mathematics 2 Student’s Book,"Tom Andrews, Helen Ball, Jonny Griffiths, Chris Pearce",Education,22.65 EUR,,"This book provides in-depth coverage of Further Pure Mathematics 2 for Cambridge International A Level Further Mathematics 9231, for examination from 2020 onwards. With a clear focus on mathematics in life and work, this text builds the key mathematical skills and knowledge that will open up a wide range of careers and further study.",http://books.google.com/books/content?id=XWcZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"ORLEY E. EDWARDS V MICHIGAN LIGHT ALLOYS CORPORATION, 346 MICH 169 (1956)",,,,,16,http://books.google.com/books/content?id=htCWlHf6ApwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Report of the Beverly Water Board for the Year ...,Beverly (Mass.). Water Board,Water-supply,,,,http://books.google.com/books/content?id=-pb3yZbnwRIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Acta societatis regiae scientiarum Upsaliensis,,,,,,http://books.google.com/books/content?id=_VJMuM10I7QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Rivista Di Fisica, Matematica E Scienze Naturali",,,,,,http://books.google.com/books/content?id=g82yQtMdKcoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"English Patents of Inventions, Specifications",,,,,,http://books.google.com/books/content?id=OJUPgCy7v-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Annual Report of the Missionary Society of the Methodist Episcopal Church,Methodist Episcopal Church. Missionary Society,,,,,http://books.google.com/books/content?id=8LhVgGukIggC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Calendar of the Manuscripts of the Most Hon. the Marquis of Salisbury, K. G., etc. preserved at Hatfield House, Hertfordshire",,,,,,http://books.google.com/books/content?id=ZPvRwLZKE04C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Monthly musical record,,,,,,http://books.google.com/books/content?id=VG4n_35SHRgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Origin of Civilisation and the Primitive Condion of Man,Sir John Lubbock,,,,,http://books.google.com/books/content?id=17cAAuO44dUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ames Library Pamphlet Collection,,Afghanistan,,,"A collection of monographs related to Indian history and civilization, as well as the British experience in India, from the 18th through the 20th centuries; includes some non-Indic material.",http://books.google.com/books/content?id=I704UqME35UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Ottawa Naturalist,,Natural history,,,,http://books.google.com/books/content?id=B-sqw_nFAOYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Research Memorandum,,Research,,,,http://books.google.com/books/content?id=DaAdSK4QfFIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Report of the Board of Managers of the National Home for Disabled Volunteer Soldiers for the Fiscal Year Ended June 30, 1895",,,,,,http://books.google.com/books/content?id=-jeY2jknYLcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Endotrivial modules over preprojective algebras,Jakob Bongartz,Mathematics,18.99 EUR,,"Master's Thesis from the year 2015 in the subject Mathematics - Algebra, grade: 1,0, University of Bonn (Mathematisches Institut), language: English, abstract: Die Arbeit liefert eine abstrakt vollständige Klassifizierung endotrivialer Module über Präprojektiven Algebren von Dynkintypen ADE. Weiterhin gibt sie einen Ansatz für eine Verallgemeinerung. Weiterhin liefert sie einen Algorithmus um endotriviale Module zu konstruieren, deren Dimensionsvektoren positive Wurzeln sind. Für mehr Details verweisen wir auf die Einleitung der Arbeit.",http://books.google.com/books/content?id=FhdFDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Annual Report of the Dante Society,Dante Society (U.S.),,,,,http://books.google.com/books/content?id=FKDduGDEX-UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Solar Cell Radiation Handbook,H. Y. Tada,Radiation,,,,http://books.google.com/books/content?id=Q24i5ftfMEAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Electrical Engineer,,Electric engineering,,,,http://books.google.com/books/content?id=frs5Cf0UiWoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Documents of the Assembly of the State of New York,New York (State). Legislature. Assembly,New York (State),,,,http://books.google.com/books/content?id=AKNZI68PWSIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Notes and Queries,,Electronic journals,,,,http://books.google.com/books/content?id=_4iHxFY7kloC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hansard's Parliamentary Debates,Great Britain. Parliament,Great Britain,,,,http://books.google.com/books/content?id=mXvAVRGfGPQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Lost Valley of Iskander,Robert E. Howard,Fiction,6.41 EUR,,"This early work by Robert E. Howard was originally published in the 20th century and we are now republishing it with a brand new introductory biography. 'The Lost Valley of Iskander' is a story in the El Borak series where El Borak discovers the Greek descendants of Alexander the Great. Robert Ervin Howard was born in Peaster, Texas in 1906. During his youth, his family moved between a variety of Texan boomtowns, and Howard - a bookish and somewhat introverted child - was steeped in the violent myths and legends of the Old South. At fifteen Howard began to read the pulp magazines of the day, and to write more seriously. The December 1922 issue of his high school newspaper featured two of his stories, 'Golden Hope Christmas' and 'West is West'. In 1924 he sold his first piece - a short caveman tale titled 'Spear and Fang' - for $16 to the not-yet-famous Weird Tales magazine. Howard's most famous character, Conan the Cimmerian, was a barbarian-turned-King during the Hyborian Age, a mythical period of some 12,000 years ago. Conan featured in seventeen Weird Tales stories between 1933 and 1936 which is why Howard is now regarded as having spawned the 'sword and sorcery' genre. The Conan stories have since been adapted many times, most famously in the series of films starring Arnold Schwarzenegger.",http://books.google.com/books/content?id=0pR-CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Divorce Revolution,Lenore J. Weitzman,Family & Relationships,,1,"Based upon interviews with judges, lawyers, and divorced persons in California, and data collected from that state#x19;s court dockets, this volume presents the first systematic examination of the social and economic effects of divorce law reform. Sociologist Weitzman concludes that while the abolition of grounds, fault, and consent has eliminated much of the acrimony previously associated with divorce proceedings, this, together with the institution of gender-neutral standards for property awards and child support, has resulted in increased economic hardship and social dislocation for divorced women and dependent children. Weitzman does not intend to extrapolate her data, conclusions, and recommendations to the whole country; however, it is reasonable to believe that they have national implications. Merlin Whitemen, Dann Pecar Newman Talesnick & Kleiman, Indianapolis Copyright 1985 Reed Business Information, Inc.#x13;amazon.com.",http://books.google.com/books/content?id=gG9HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The King's Own and the Pirate,Frederick Marryat,,,,"The King's Own and the Pirate is an unchanged, high-quality reprint of the original edition of 1896. Hansebooks is editor of the literature on different topic areas such as research and science, travel and expeditions, cooking and nutrition, medicine, and other genres. As a publisher we focus on the preservation of historical literature. Many works of historical writers and scientists are available today as antiques only. Hansebooks newly publishes these books and contributes to the preservation of literature which has become rare and historical knowledge for the future.",http://books.google.com/books/content?id=6UZdtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Africa,John Reader,History,,,"In 1978, paleontologists in East Africa discovered the earliest evidence of our divergence from the apes: three pre-human footprints, striding away from a volcano, were preserved in the petrified surface of a mudpan over three million years ago. Out of Africa, the world's most ancient and stable landmass, Homo sapiens dispersed across the globe. And yet the continent that gave birth to human history has long been woefully misunderstood and mistreated by the rest of the world. In a book as splendid in its wealth of information as it is breathtaking in scope, British writer and photojournalist John Reader brings to light Africa's geology and evolution, the majestic array of its landforms and environments, the rich diversity of its peoples and their ways of life, the devastating legacies of slavery and colonialism as well as recent political troubles and triumphs. Written in simple, elegant prose and illustrated with Reader's own photographs, Africa: A Biography of the Continent is an unforgettable book that will delight the general reader and expert alike.",http://books.google.com/books/content?id=XK2OEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
San Diego Meeting of the Pacific Division of the American Association for the Advancement of Science and Participating Societies,American Association for the Advancement of Science. Pacific Division. Meeting,Natural history,,,,http://books.google.com/books/content?id=Xq4rAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Cambridge Introduction to Scenography,"Joslin McKinney, Philip Butterworth",Drama,,,"Scenography - the manipulation and orchestration of the performance environment - is an increasingly popular and key area in performance studies. This book introduces the reader to the purpose, identity and scope of scenography and its theories and concepts. Settings and structures, light, projected images, sound, costumes and props are considered in relation to performing bodies, text, space and the role of the audience. Concentrating on scenographic developments in the twentieth century, the Introduction examines how these continue to evolve in the twenty-first century. Scenographic principles are clearly explained through practical examples and their theoretical context. Although acknowledging the many different ways in which design shapes the creation of scenography, the book is not exclusively concerned with the role of the theatre designer. In order to map out the wider territory and potential of scenography, the theories of pioneering scenographers are discussed alongside the work of directors, writers and visual artists.",http://books.google.com/books/content?id=vliatAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Secret Agent,Joseph Conrad,,,,"Mr Verloc, the secret agent, keeps a shop in London's Soho where he lives with his wife Winnie, her infirm mother, and her idiot brother, Stevie. When Verloc is reluctantly involved in an anarchist plot to blow up the Greenwich Observatory things go disastrously wrong, and what appears to be 'a simple tale' proves to involve politicians, policemen, foreign diplomats and London's fashionable society in the darkest and most surprising interrelations.Joseph Conrad (born Teodor Jozef Konrad Korzeniowski, 3 December 1857 - 3 August 1924) was a Polish-born novelist. Some of his works have been labelled romantic: Conrad's supposed ""romanticism"" is heavily imbued with irony and a fine sense of man's capacity for self-deception.""",http://books.google.com/books/content?id=rOwHvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Report of the Auditor General, Secretary of the Commonwealth and the State Treasurer on the Tax Laws of the State, Made in Compliance with Joint Resolutions of the Legislature, Approved April 12, 1867",Pennsylvania. Office of the Auditor General,Taxation,,,,http://books.google.com/books/content?id=ioIfAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Report to the Joint State Government Commission (of the General Assembly) by Its Committee on Continuation of the Tax Study,Pennsylvania. General Assembly. Joint State Government Commission. Committee on Continuation of the Tax Study,"Finance, Public",,,,http://books.google.com/books/content?id=tVxMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Civilisation of the Period of the Renaissance in Italy,"Jacob Burckhardt, Samuel George Chetwynd Middlemore",History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=7NWLzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Report from the Select Committee on the Growth of Cotton in India; Together with the Minutes of Evidence, Appendix, and Index",Great Britain. Parliament. House of Commons. Select Committee on the Growth of Cotton in India,Cotton growing,,,,
Standing at the Edge,Joan Halifax,Philosophy,,,"""[This book is] an ... examination of how we can respond to suffering, live our fullest lives, and remain open to the full spectrum of our human experience""--Amazon.com.",http://books.google.com/books/content?id=jLVTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lantern of the Path,Imam Ja`far Al-Sadiq,Religion,,,"IMAM JA`FAR AL-SADIQ The sixth Imam in the line of the Twelve Imams descended from the Prophet Muhammad, Imam Ja`far ibn Muhammad al-Sadiq (702-765 C.E. or 17th Rabi` al-Awwal 83 AH - 15th Shawwal 148 AH) was the founder of the Ja`fari School of Islamic Law and a renowned scholar of his age. His father was the Imam Muhammad al-Baqir and his mother, Farwa, was a great-granddaughter of Abu Bakr. He lived in Arabia in the eighth century. He devoted his attention to interpreting divine utterances and applied himself to such controversial subjects as iraadah (free will) and qadr (the power to direct one's own actions). He is regarded as one of the greatest of the imams and is also revered by the Naqshbandi Sunni Sufi chain. THE LANTERN OF THE PATH The Lantern of The Path comprises ninety-nine chapters. Each one is a threshold to the next, guiding the reader through the broad spectrum of ageless wisdom, like a lantern along the path of reality. The author illuminates the inner meanings of outer practices which range from practical everyday acts of behavior, to the practices of worship, morals and ethics, and the pillars of religion. Practical and profound, this concise volume is a useful guide for those who wish to cultivate their inner being. accompanying commentary, students and adepts alike can now gain a profounder understanding of these timeless teachings from the wellspring of the heart of Islam.",http://books.google.com/books/content?id=jV-4wgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
JOURNALS OF EXCURSIONS IN THE,William 1787-1854 Brockedon,History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=m8g_vgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Battle of Life Annotated,Charles Dickens,,,,"The Battle of Life: A Love Story is a novel by Charles Dickens, first published in 1846. It is the fourth of his five Christmas Books, coming after The Cricket on the Hearth and followed by The Haunted Man.It is noteworthy in that it is the only one out of the five books that does not have any use of supernatural elements. It bears the greatest resemblance to The Cricket on the Hearth in two aspects: that it is not a social novel and that it is resolved with a romantic twist. As is typical with Dickens, the ending is a happy one, and some might argue an overly happy one.",http://books.google.com/books/content?id=xHMozgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Iconography of Independence,"Robert Holland, Susan Williams, Terry Barringer",History,,,"This book explores the phenomenon of Independence Days. These rituals had complex meanings both in the territories concerned and in Britain as the imperial metropole, where they were extensively reported in the press. The text is concerned with the political management, associated rhetoric and iconography of these seminal celebrations. The focus is therefore very much on political culture in a broad sense, and changing perceptions and presentations over time. Highlights of the book include an overview by David Cannadine relating the topic to ornamentalism, invented tradition and transitions in British culture. Although the book is mainly concerned with the British Empire, Martin Shipway âe"" a leading historian and cultural analyst of French decolonization âe"" contributes an acute summary of how the same âe~momentâe(tm) was handled differently in the other great European empires. There are detailed and lively studies by noted specialists of the immediate coming of Independence to India/Pakistan, Malaya, Ghana, Zimbabwe, and Guyana. The book includes a thematic focus on the important role of representatives of the British monarchy in legitimating transfers of sovereignty at their point of climax. This book was published as a special issue of The Round Table.",http://books.google.com/books/content?id=O4SmlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Civil Wars 1640-9,Angela Anderson,Great Britain,,,"This title opens with an interpretation of the war and its causes, then moves on to consider the progression from crisis to conflict, as events moved from war in 1642 to the execution of Charles I in 1649. It analyzes the parliamentary victory and asks whether there was a British Revolution.",http://books.google.com/books/content?id=uSusQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The French in the Heart of America (Classic Reprint),John Finley,History,,,"Excerpt from The French in the Heart of America These are the regions we are to explore, and these are the men with whom we are to begin the journey. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=wS7qtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The God of Small Things,Arundhati Roy,,,,"Revised traditional Chinese edition of The God of Small Things, winner of the 1997 Booker Prize. In Traditional Chinese. Distributed by Tsai Fong Books, Inc.",
The Haunted Man and the Ghost's Bargain Illustrated,Charles Dickens,,,,"The Haunted Man and the Ghost's Bargain, A Fancy for Christmas-Time (better known as The Haunted Man and the Ghost's Bargain or simply as The Haunted Man) is a novella by Charles Dickens first published in 1848. It is the fifth and last of Dickens's Christmas novellas. The story is more about the spirit of the holidays than about the holidays themselves, harking back to the first in the series, A Christmas Carol. The tale centres on a Professor Redlaw and those close to him.The Haunted Man and the Ghost's Bargain, A Fancy for Christmas-Time is a novella by Charles Dickens first published in 1848. It is the fifth and last of Dickens's Christmas novellas.",http://books.google.com/books/content?id=enMizgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Twenty-Five Years in the Secret Service,Henri le Caron,Biography & Autobiography,,,"Excerpt from Twenty-Five Years in the Secret Service: The Recollections of a Spy IT has seemed good 1n the Slght of many people that I should place on record, ln some permanent and acceptable form, the story of my eventful Me And so I am about to vxrlte a book The task 15 a dar1ng one - perhaps the most darlng of the many strange and unlocked-for 1nc1dents wh1ch have marked my career of adventure I approach It w1th no llght heart, but rather W1th a keen apprec1at10n of all lts d1fficult1es. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=YDWNDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Daughter of the Snows,Jack London,,,,"""All ready, Miss Welse, though I'm sorry we can't spare one of the steamer's boats.""Frona Welse arose with alacrity and came to the first officer's side.""We're so busy,"" he explained, ""and gold-rushers are such perishable freight, at least-""""I understand,"" she interrupted, ""and I, too, am behaving as though I were perishable. And I am sorry for the trouble I am giving you, but-but-"" She turned quickly and pointed to the shore. ""Do you see that big log-house? Between the clump of pines and the river? I was born there.""""Guess I'd be in a hurry myself,"" he muttered, sympathetically, as he piloted her along the crowded deck.Everybody was in everybody else's way; nor was there one who failed to proclaim it at the top of his lungs. A thousand gold-seekers were clamoring for the immediate landing of their outfits. Each hatchway gaped wide open, and from the lower depths the shrieking donkey-engines were hurrying the misassorted outfits skyward. On either side of the steamer, rows of scows received the flying cargo, and on each of these scows a sweating mob of men charged the descending slings and heaved bales and boxes about in frantic search. Men waved shipping receipts and shouted over the steamer-rails to them. Sometimes two and three identified the same article, and war arose. The ""two-circle"" and the ""circle-and-dot"" brands caused endless jangling, while every whipsaw discovered a dozen claimants.",http://books.google.com/books/content?id=MaVkzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Orders of the Day of the Legislative Assembly of British Columbia,British Columbia. Office of the Ombudsman,British Columbia,,,,http://books.google.com/books/content?id=MxqdbLbQuD0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Invitation in Art,Adrian Stokes,Art,,,"Tavistock Press was established as a co-operative venture between the Tavistock Institute and Routledge & Kegan Paul (RKP) in the 1950s to produce a series of major contributions across the social sciences. This volume is part of a 2001 reissue of a selection of those important works which have since gone out of print, or are difficult to locate. Published by Routledge, 112 volumes in total are being brought together under the name The International Behavioural and Social Sciences Library: Classics from the Tavistock Press. Reproduced here in facsimile, this volume was originally published in 1965 and is available individually. The collection is also available in a number of themed mini-sets of between 5 and 13 volumes, or as a complete collection.",http://books.google.com/books/content?id=UZIGLAhIiqAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Evening in the Palace of Reason,James R. Gaines,Biography & Autobiography,,,Tells the story of the history-making meeting between scorned master composer Johann Sebastian Bach and Prussia's Frederick the Great.,http://books.google.com/books/content?id=hGKfPdVCUrAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Selfish Giant,"Oscar Wilde, Dan Goeller",Children's stories,,,A once selfish giant welcomes the children to his previously forbidden garden and is eventually rewarded by an unusual little child.,http://books.google.com/books/content?id=aZN6DwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Devil Behind the Mirror,Steven Gregory,History,,,"""In his stunningly vivid picture of communities grappling with the demons of economic globalization, Gregory shows how peoples' livelihoods are devalued and torn asunder when they are exposed to the rough justice of the market. An absorbing case study and an ethnographic tour de force.""--Andrew Ross, author of Fast Boat to China: Corporate Flight and the Consequences of Free Trade ""Steven Gregory has done it again. Globalization, tourism, citizenship, gender, work, media, urban development--no topic is left untouched in this gifted and much awaited ethnography. This work is sure to illuminate and teach us much about the contemporary workings of neoliberalism and power in the Caribbean and Latin America.""--Arlene Dávila, author of Barrio Dreams: Puerto Ricans, Latinos, and the Neoliberal City ""For small countries, globalization glitters with the promise of deliverance from entrenched poverty. But in the Dominican Republic, Steven Gregory finds a crazy quilt of tourist development that fixes labor, racial, and gender inequalities in place. With wit and flair, ordinary folks mock and challenge the deceptive surfaces of globalization. Gregory has written an important account of how globalization creates hope and yet hurts people in poor countries.""--Aihwa Ong, author of Buddha Is Hiding: Refugees, Citizenship, the New America, and Neoliberalism as Exception: Mutations in Citizenship and Sovereignty ""The Devil behind the Mirror is a truly great book. Steven Gregory powerfully reveals the myriad ways in which poor--but always resourceful--people in one particular place live in, through, and against the effects of globalization. In the process, Gregory demonstrates the continuing, and indeed increasingly urgent, value of on-the-ground ethnographic research in the contemporary world. Linking global dynamics with real people's lives, the book is both brilliantly argued and beautifully written.""--Sherry B. Ortner. author of New Jersey Dreaming",http://books.google.com/books/content?id=XSgNtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bloodied Banners,Robert W. Jones,Antiques & Collectibles,,,"Groundbreaking reassessment of the role played by armour, weapons and heraldry in medieval warfare, showing their cultural as well as military significance. `A penetrating investigation of medieval martial display... The reader is struck by its originality, and by its sophisticated and critical interpretative engagement with historical and literary sources. Particularly notable is the author's subtle exploration of the function of armour: not only its practical role, but as a form of display... A refreshingly different approach to the world of the medieval combatant and his place within that ""host of many colours"" that was a medieval army, it adds a new dimension to our understanding of medieval warfare.' Dr ANDREW AYTON, Senior Lecturer in History, University of Hull The medieval battlefield was a place of spectacle and splendour. The fully-armed knight, bedecked in his vivid heraldic colours, mounted on his great charger, riding out beneath his brightly-painted banner, is a stock image of war and the warrior in the middle ages. Yet too often the significance of such display has been ignored or dismissed as the empty preening of a militaristic social elite. Drawing on a broad range of source material and using innovative historical approaches, this book completely re-evaluates the way that such men and their weapons were viewed, showing that martial display was a vital part of the way in which war was waged in the middle ages. It maintains that heraldry and livery served not only to advertise a warrior's family and social ties, but also announced his presence on the battlefield and right to wage war. It also considers the physiological and psychological effect of wearing armour, both on the wearer and those facing him in combat, arguing that the need for display in battle was deeper than any medieval cultural construct and was based in the fundamental biological drives of threat and warning. ROBERT W. JONES gained his PhD from Cardiff University.",http://books.google.com/books/content?id=Ap8t8-QCUr4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Murder at the Vicarage,Agatha Christie,Mystery,,,2 books in 1.,
"The Williams & Wilkins Co., Plaintiff V. the United States, Defendant",National Education Association of the United States,Copyright infringement,,,,http://books.google.com/books/content?id=sYY_AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Constitution, Proceedings, and Address of the Young Men's Bible Association of the City and County of Philadelphia, for the Spread of the Scriptures in South America",Young Men's Bible Association for the Spread of the Scriptures in South America,Bible,,,,
The Saleslady (Classic Reprint),Frances R. Donovan,,,,"Excerpt from The Saleslady The S aleslady is, at any rate, a contribution to our knowl edge Of changes that are taking place in the life and charac ter of women as a result of their entrance into the broader fields of economic life. It is in manner impressionistic and descriptive rather than systematic and formal; Frances Donovan, the author, is rather more interested in the his tory than in the sociology Of contemporary life. The book she has written, because Of its exploratory character, has more the character of a personal narrative and a report of observations than of a systematic treatise. It is written, one may perhaps say, from the point of View Of what Lindeman aptly calls the participant Observer. The author has been able to enter sympathetically and understandingly into the experiences Of the persons whose lives she depicts, but at the same time she is keenly alive to the larger implications Of her own experiences and those of the women with whom she is associated. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=CXr5tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Pirate of the Caribbees,Harry Collingwood,Juvenile Fiction,,,"William Joseph Cosens Lancaster (1851-1922) was a civil engineer who specialised in seas and harbours. He wrote Juvenile Adventures under the pseudonym Harry Collingwood. His works include: The Secret of the Sands (1879), Under the Meteor Flag: Log of a Midshipman During the French Revolutionary War (1884), The Voyage of the Aurora (1885), The Pirate Island: A Story of the West African Coast (1885), The Congo Rovers: A Story of the Slave Squadron (1886), The Log of the Flying Fish: A Story of Aerial and Submarine Peril and Adventure (1887), The Rover's Secret: A Tale of the Pirate Cays and Lagoons of Cuba (1888), The Missing Merchantman (1889), The Doctor of the Juliet (1892), Jack Beresford's Yarn (1896), For Treasure Bound (1897), The Log of a Privateersman (1897), The Homeward Voyage (1897), An Ocean Chase (1898), A Pirate of the Caribbees (1898), The Castaways (1899), Across the Spanish Main (1906), Dick Leslie's Luck (1906), Geoffrey Harrington's Adventures (1907), Blue and Grey (1908), With Airship and Submarine (1908), A Middy in Command: A Tale of the Slave Squadron (1909) and Two Gallant Sons of Devon (1913).",http://books.google.com/books/content?id=ObwmPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Tower of Songs,Casey Barrett,Fiction,,,"""Embracing an improbable stretch of sobriety, unlicensed P.I. Duck Darley has proven himself stronger than the temptations that loom in the shadows of New York City. But the familiar pull of self-destruction lingers like garbage in July when Layla Soto, a sharp-tongued Park Avenue teenager with a family as screwed up as his own, presents a twisted missing-persons case he can't refuse. Layla saw video evidence of her billionaire father being abducted from their home--at the top of the tallest residential tower on earth of Espects her grandmother, a Chinese social climber on husband number three, orchestrated the act to silence her only son. Duck agrees to investigate the hedge funder's disappearance, if only for the rush of a new thrill--and an excuse to reconcile with Cass Kimball, his leather-clad sometime partner who nearly got him killed. As the unlikely duo become immersed in a high-stakes ransom linked to the international drug trade and the delicate relations between the two most powerful nations on earth, survival means trusting no one. Because when confronting absolute power, certain forces will stop at nothing to bury the truth.""--Provided by publisher.",http://books.google.com/books/content?id=nDpLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Research Methods for the Architectural Profession,"Ajla Aksamija, Taylor & Francis Group",,,,"Research Methods for the Architectural Profession introduces research as a systematic process, describes how to formulate research questions, provides an in-depth explanation of different research methods (qualitative, quantitative, and experimental), explains how to select appropriate research methods, and execute research studies. It describes the process of documentation, knowledge dissemination, and application of research results in architectural design and practice. Most importantly, it provides guidelines for integrating research into profession, and uses extensive case-studies and practice-relevant examples to illustrate main concepts, procedures, and applications. Integrating research into practice is essential for developing new knowledge, solving design and technical problems, overcoming different types of challenges present in contemporary profession, and improving the design outcomes. Innovation requires a much stronger correlation between research and design, and it is pertinent for the future of architectural practice that research becomes an integral part of architectural profession. This book provides a roadmap for successfully integrating research into architectural design and for establishing innovative practices, regardless of a firm's size. Written by an architecture professor with extensive research and professional background--specifically focusing on integrating research into practice--and richly illustrated with over 150 color images, this reference will be useful for both students and practitioners.",http://books.google.com/books/content?id=JhzazQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
