Title,Authors,Genre,Price,Rating,Description,Image
The Social Novel in Victorian England,Seymour Migdal,,,,,http://books.google.com/books/content?id=f8taIBKDmZsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Dora Deane; Or, The East India Uncle",Mary Jane Holmes,History,,,"Dora Deane: Or, The East India Uncle: And, Maggie Miller: Or, Old Hagar'S Secret by Mary Holmes Jane, first published in 1870, is a rare manuscript, the original residing in one of the great libraries of the world. This book is a reproduction of that original, which has been scanned and cleaned by state-of-the-art publishing tools for better readability and enhanced appreciation. Restoration Editors' mission is to bring long out of print manuscripts back to life. Some smudges, annotations or unclear text may still exist, due to permanent damage to the original work. We believe the literary significance of the text justifies offering this reproduction, allowing a new generation to appreciate it.",http://books.google.com/books/content?id=CrsdAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Current Advances for Development of Functional Foods Modulating Inflammation and Oxidative Stress,"Blanca Hernandez-Ledesma, Cristina Martinez-Villaluenga",Technology & Engineering,187.25 EUR,,"Current Advances for Development of Functional Foods Modulating Inflammation and Oxidative Stress presents the nutritional and technological aspects related to the development of functional foods with anti-inflammatory and antioxidant effects. Specifically, analytical approaches for the characterization of anti-inflammatory and antioxidant properties of healthy foods and functional constituents, as well as technological strategies for the extraction of compounds and fractions from raw materials to produce anti-inflammatory and antioxidant ingredients are addressed. In addition, the molecular mechanisms by which foods and their components can modulate inflammation and their oxidative stress effects on disease prevention are explored. Finally, clinical research addressing nutritional needs in pathological subjects with inflammatory diseases are considered. - Covers methods of analysis and extraction of anti-inflammatory and antioxidant compounds - Offers an overview of the main anti-inflammatory and antioxidant compounds in foods - Provides a guide on the mechanisms of action and health benefits of anti-inflammatory and antioxidant dietary bioactives",http://books.google.com/books/content?id=NmI7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Chautauquan,,,,,,http://books.google.com/books/content?id=KikZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Westminster Review,,,,,,http://books.google.com/books/content?id=CYMVAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Publishers Weekly,,American literature,,,,http://books.google.com/books/content?id=pX34_ae-bVUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Bulletin of the Public Library of the City of Boston,Boston Public Library,Boston (Mass.),,,,http://books.google.com/books/content?id=A0QZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Life,,American wit and humor,,,,http://books.google.com/books/content?id=bMkaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Annual Report of the Deputy Keeper of the Public Records,Great Britain. Public Record Office,Great Britain,,,,http://books.google.com/books/content?id=dAQrAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Modern American Novel,Steven G. Kellman,Juvenile Nonfiction,,,Intended for undergraduate and high school students with references primarily to book-length works.,http://books.google.com/books/content?id=4a3fAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
ThirdWay,,,,,"Monthly current affairs magazine from a Christian perspective with a focus on politics, society, economics and culture.",http://books.google.com/books/content?id=MYl-UluevUsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Monthly Packet of Evening Readings for Members of the English Church (earlier ""for Younger Members of the English Church"")",,,,,,http://books.google.com/books/content?id=Znw3AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Catalog of Copyright Entries,Library of Congress. Copyright Office,Copyright,,,,http://books.google.com/books/content?id=ZGEhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Publishers' Weekly,,,,,,http://books.google.com/books/content?id=bVsTUx_Qm3oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Ambivalent Detective in Victorian Sensation Novels,Sarah Yoon,Fiction,55.63 EUR,,"The Ambivalent Detective in Victorian Sensation Novels studies how the detective as a literary character evolved through the mid-nineteenth century in England, as seen in sensation novels. In contrast to most assumptions about the English detective, Yoon argues that the detective was more often tolerated than admired following the establishment of professional detectives in the London Metropolitan Police Force in 1842. Through studying the historical and literary contexts between the 1840s to the 1860s, Yoon argues that the detective was seen as a suspicious, even mistrusted and disdained, figure who was nonetheless viewed as necessary to combat rising levels of crime. The detective as a literary character responded to the often contradictory values and aspirations of the middle class, representing an independent masculinity and laying claim to scientific authority. This study surveys novels by Charles Dickens, Mary Elizabeth Braddon, and Wilkie Collins, alongside lesser-known writers like William Russell, James Redding Ware (pseudonym Andrew Forrester), and William Stephens Hayward. This book contributes to the study of mid-nineteenth-century Victorian culture and connects with broader studies of the detective fiction genre.",http://books.google.com/books/content?id=My7yEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Waverley Novels: Rob Roy,Sir Walter Scott,,,,,http://books.google.com/books/content?id=sRqwYrL5UTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Harper's New Monthly Magazine,,American literature,,,,http://books.google.com/books/content?id=DXFDAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"“A” Critical Dictionary of English Literature and British and American Authors, Living and Deceased, from the Earliest Accounts to the Latter Half of the Nineteenth Century",S. Austin Allibone,American literature,,,,http://books.google.com/books/content?id=_t_QfFP7c4cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Quarterly review,,,,,,http://books.google.com/books/content?id=49NDadO4LaMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Science and Religion in Neo-Victorian Novels,John Glendening,Literary Criticism,41.72 EUR,,"Criticism about the neo-Victorian novel — a genre of historical fiction that re-imagines aspects of the Victorian world from present-day perspectives — has expanded rapidly in the last fifteen years but given little attention to the engagement between science and religion. Of great interest to Victorians, this subject often appears in neo-Victorian novels including those by such well-known authors as John Fowles, A. S. Byatt, Graham Swift, and Mathew Kneale. This book discusses novels in which nineteenth-century science, including geology, paleontology, and evolutionary theory, interacts with religion through accommodations, conflicts, and crises of faith. In general, these texts abandon conventional religion but retain the ethical connectedness and celebration of life associated with spirituality at its best. Registering the growth of nineteenth-century secularism and drawing on aspects of the romantic tradition and ecological thinking, they honor the natural world without imagining that it exists for humans or functions in reference to human values. In particular, they enact a form of wonderment: the capacity of the mind to make sense of, creatively adapt, and enjoy the world out of which it has evolved — in short, to endow it with meaning. Protagonists who come to experience reality in this expansive way release themselves from self-anxiety and alienation. In this book, Glendening shows how, by intermixing past and present, fact and fiction, neo-Victorian narratives, with a few instructive exceptions, manifest this pattern.",http://books.google.com/books/content?id=8WvDwKgcyQcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Publishers' Circular and General Record of British and Foreign Literature, and Booksellers' Record",,,,,,http://books.google.com/books/content?id=tUAKDhps0r4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Diary of the Besieged Resident in Paris,"Henry DuPre Labouchere, Henry Du Pré Labouchere","Franco-Prussian War, 1870-1871",,,,http://books.google.com/books/content?id=yQfb92m1_9MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Queen Charlotte Islands,Francis Poole,Copper mines and mining,,,,http://books.google.com/books/content?id=ilwBAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Athenaeum,,Arts,,,,http://books.google.com/books/content?id=TGvfLXRwRKIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Modern Circe,Margaret Wolfe Hungerford,,,,,http://books.google.com/books/content?id=BF9jg6PCKFUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A New Variorum Edition of Shakespeare: Much adoe about nothing. 1899,William Shakespeare,,,,,http://books.google.com/books/content?id=PLkDB8DjSl4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Academy and Literature,,,,,,http://books.google.com/books/content?id=bBwcAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Report,Great Britain. Parliament. House of Lords. Select Committee on the Copyright Bill (H.L.) and the Copyright (Amendment) Bill (H.L.),Copyright,,,,http://books.google.com/books/content?id=TYkzAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Hardy Boys #9: To Die or Not to Die,Scott Lobdell,Juvenile Fiction,,,"At a nationwide drama competition, Frank and Joe Hardy must go undercover to discover which contestant has been knocking off the competition by any means possible – including deadly force! While Joe keeps an eye on all of the backstage drama, Frank, posing as a competing drama student, may be distracted from his mission by the romantic attentions of a beautiful acting student named Erin. Things get further complicated when Erin becomes the only eyewitness to the red-haired woman who is their number one suspect! Will Frank's stage debut be the Hardy Boys final bow?",http://books.google.com/books/content?id=BeoKAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Writing Young Adult Novels,"Hadley Irwin, Jeannette Eyerly",Language Arts & Disciplines,,,,http://books.google.com/books/content?id=2lFlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Truth,,,,,,http://books.google.com/books/content?id=gwhIAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
100 Great American Novels You've (Probably) Never Read,Karl Bridges,Language Arts & Disciplines,,,"From Elizabeth Stoddard's The Morgesons and Anzia Yzierska's The Bread Givers to Laurie Colwin's Shine On, Bright and Dangerous Object and Chet Raymo's The Dork of Cork, here are some of the forgotten gems of American literature. Bridges has compiled a diverse list of 100 American novels published between 1797 and 1997 and worthy of the title great. Although the idea is to bring light to the obscure, these titles are physically accessible to readers—either in print, or represented in library collections and available through library loan.",http://books.google.com/books/content?id=ip1lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Brave Lady,Dinah Maria Mulock Craik,,,,,http://books.google.com/books/content?id=SPEBAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Short History of English Literature,George Saintsbury,English literature,,,,http://books.google.com/books/content?id=n9UcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Harvard Law Review,,Electronic journals,,,,http://books.google.com/books/content?id=e5QzAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Living Age,,,,,,http://books.google.com/books/content?id=MO5FAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The American Annual Cyclopædia and Register of Important Events of the Year ...,,,,,,http://books.google.com/books/content?id=C9Wt9X8wmeoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Bodines,Thaddeus S. Up De Graff,Camping,,,,http://books.google.com/books/content?id=B8w-AAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Bystander,,,,,,http://books.google.com/books/content?id=pFOZmIowOjwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dangerous Liaisons,Ruth Jordana Luna Pison,Feminist literary criticism,,,,http://books.google.com/books/content?id=fstI033_9mEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
THE WRITER'S MONTHLY,,Authorship,,,,http://books.google.com/books/content?id=8lgxAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Edgewater People,Mary Eleanor Wilkins Freeman,,,,,http://books.google.com/books/content?id=z_KUkPdn_dEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Moral principles and medical practice,Charles Coppens (S.J.),,,,,http://books.google.com/books/content?id=sc13JArwxnoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Melbourne Critical Review,,American literature,,,,http://books.google.com/books/content?id=xcHf2ZvLn4sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Global Voices,"Joseph O'Beirne Milner, Carol Ann Pope",Foreign Language Study,,,"This book presents essays that reflect the dialogue and the spirit of conversation of the 1990 International Federation for the Teaching of English (IFTE) Conference in Auckland, New Zealand. The book begins with some of the impressions of the IFTE conference held by the classroom teachers, school administrators, writers, and scholars who attended it. Language diversity in the classroom is the focus of several essays in the second part of the book. Each essay in the second part of the book is followed by a response. The pairing of essays continues in the third section of the book, where issues such as who controls curricula and who sets the standards for curricula are addressed. The third part of the book also discuses national curriculum movements in New Zealand and the United Kingdom; English as a Second Language pedagogies; and international underpinnings of the whole language movement. The initial essay in each set is a response to a paper presented at the conference; the second is the original presenter's reply to the author of the first essay. The fourth part of the book presents essays about the history and future of IFTE conferences, looking forward especially to the 1995 conference to be held in New York City. (RS)",http://books.google.com/books/content?id=dwpaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Granville Hicks: an Annotated Bibliography,Robert J. Bicker,,,,,http://books.google.com/books/content?id=OmCesrFttHwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
New International Encyclopedia,,Encyclopedias and dictionaries,,,,http://books.google.com/books/content?id=uwEoAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ceremony and Civility in English Renaissance Prose,Anne Drury Hall,History,,,"Ceremony and Civility in English Renaissance Prose analyzes the emergence of civil prose in texts of the early modern period and defends English Renaissance writers against the current attack on their aristocratic politics. Using Thomas More's History of King Richard III, Philip Sydney's Defense of Poetry, Richard Hooker's Laws of Ecclesiastical Polity, and Thomas Browne's Religio Medici, Anne Hall demonstrates the emerging differentiation of civil and ceremonial prose in the early modern period. These works combine ceremonial discourse, acknowledging such traditional values as a God-centered world, and civil prose with its circumspections and irony, thus revealing a philosophical awareness of the complexity of moral and political questions. Since the 1970s, there have been two chief arguments about Renaissance literature. The first is that most Renaissance writers used traditional forms to bolster authority and that they should be regarded with suspicion. The second is that some Renaissance writers altered traditional forms to subvert authority and that they should be admired. Anne Hall contends that there is an alternative position--that many Renaissance writers used tradition to bolster authority and that their versions of tradition and authority deserve a defense that responds to current attacks on their racism, violence, and colonialist repression in texts that were once thought to be about love and education. Hall argues that Renaissance writers could not foresee the ways in which they would need to defend their position against Enlightenment attack, and she supplies what she believes would have been their defense, concluding that such Renaissance discourse must not be considered solely on a historical basis but also from a philosophical viewpoint.",http://books.google.com/books/content?id=aOJZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Subject Index of Modern Books Acquired,British Library,,,,,http://books.google.com/books/content?id=Sn2jyGOZ33QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Vassar Miscellany,,,,,,http://books.google.com/books/content?id=YoSBE15wiQMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Abstracts of Bulgarian Scientific Literature,,Philology,,,,http://books.google.com/books/content?id=HA5ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Organic Photovoltaics,Zakya H. Kafafi,Science,,,,http://books.google.com/books/content?id=_19TAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Australian Book Review,,Australian literature,,,,http://books.google.com/books/content?id=KzFYAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Australian Official Journal of Patents,,Patents,,,,http://books.google.com/books/content?id=KgTSMdec2sUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Writers at Work,,Authors,,,,http://books.google.com/books/content?id=B1dZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Atlantic Monthly,,American essays,,,,http://books.google.com/books/content?id=MjURAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The American Monthly Review of Reviews,,Periodicals,,,,http://books.google.com/books/content?id=PbsGAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Listener,,"Radio addresses, debates, etc",,,,http://books.google.com/books/content?id=DycIA9m9qnEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Woman's Supplement,,,,,,http://books.google.com/books/content?id=dNsljpk2xBsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Frequency Study of Personal Pronouns in Four Brazilian Novels,Robert Francis Vines,Portuguese fiction,,,,http://books.google.com/books/content?id=74HVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
LACUS Forum,Linguistic Association of Canada and the United States,Language and languages,,,,http://books.google.com/books/content?id=WFJiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Modern Language Journal,,"Languages, Modern",,,"Includes section ""Reviews""",http://books.google.com/books/content?id=mpEUsJh1FXcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The London Mercury,Sir John Collings Squire,English literature,,,,http://books.google.com/books/content?id=W2z7UosrPF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Die Neueren Sprachen,,"Languages, Modern",,,,http://books.google.com/books/content?id=LC0zwZKzWPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dramatic and Musical Law,Albert Ambrose Strong,Copyright,,,,http://books.google.com/books/content?id=K9Y0AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
One Hundred Years of Solitude,Regina Janes,Fiction,,,"Tells the story of the rise and fall, birth and death of the mythical town of Macondo through the history of the Buendiá family.",http://books.google.com/books/content?id=kJ5dAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Paris Review,,Fiction,,,,http://books.google.com/books/content?id=JqrEYXsI00UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Literary Half-yearly,,Comparative literature,,,,http://books.google.com/books/content?id=Hjk6HIsOjqgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Progressive Stenographer,,,,,,http://books.google.com/books/content?id=HZYKAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Scribner's Magazine ...,,,,,,http://books.google.com/books/content?id=36OvLQBRCDwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Margaret Atwood,Nathalie Cooke,Biography & Autobiography,,,"This book offers readers a concise introduction to Atwood's published novels and the central themes motivating her writing. The volume starts with an overview of the author's biography and the relationship of her writing to relevant literary traditions. Because Atwood is internationally renowned, many commentaries ignore the Canadian roots of her work. Cooke corrects this oversight by sketching the ways in which her work is shaped by, and has shaped, the Canadian literary scene. As the author of a full-length Atwood biography, Cooke is able to summarize feminist, Canadian nationalist, and postmodern influences on Atwood's work and on her development as a writer. The book offers close scrutiny of three illustrative works: Cat's Eye as the artist novel, The Handmaid's Tale as a dystopian novel, and The Blind Assassin as a villainess novel. This book extends the dialogue surrounding Atwood's work in several important ways. As a book written by a Canadian about a Canadian writer, it illustrates how readings of Atwood's work can be significantly enriched through attention to the Canadian literary and cultural context. Noting that Atwood's work not only entertains but also challenges and disturbs, it argues that all of Atwood's novels can be read as satires that expose society's double standards. By locating the beginnings of satire as far back as Atwood's first published novel, and tracing it in Atwood's later novels as the impulse behind challenges to character (in the artist novels), setting (in the dystopic fiction), and plot (in the villainess novels), this study provides a startlingly original interpretation of The Blind Assassin and new insights into the earlier novels.",http://books.google.com/books/content?id=BcRlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Massachusetts Studies in English,,American literature,,,,http://books.google.com/books/content?id=BKjfihTFMLkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
May Contain Graphic Material,M. Keith Booker,Performing Arts,,,"Since the first Superman film came to the screen in 1978, films adapted from comics have become increasingly important as a film form. Since that time, advances in computer-generated special effects have significantly improved the ability of film to capture the style and action of comics, producing film such as X-men and Spider-man.",http://books.google.com/books/content?id=XeRkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Garland for Rex Warner,Alan Lindsey McLeod,Festschriften,,,,http://books.google.com/books/content?id=YWZbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Living Age,,,,,,http://books.google.com/books/content?id=EDzWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The World's Great Classics: History of English literature, by H.A. Taine","Timothy Dwight, Julian Hawthorne",Literature,,,"Library Committee: Timothy Dwight ... Richard Henry Stoddard, Arthur Richmond Marsh, A.B. [and others] ... Illustrated with nearly two hundred photogravures, etchings, colored plates and full page portraits of great authors. Clarence Cook, art editor.",http://books.google.com/books/content?id=f5wCAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
New Websterian 1912 Dictionary,Noah Webster,English language,,,,http://books.google.com/books/content?id=VkoZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
John Updike's Rabbit Tetralogy,Marshall Boswell,Fiction,,,"Boswell shows that although each of the four individual Rabbit novels confirms this dialectical strategy in a unique way, the completed tetralogy comprises an additional series of dialectical pairs that sustain, rather than resolve, thematic and formal tension. Ultimately, the structure of the finished ""mega-novel"" echoes the work's thematic rationale."" ""To help readers who are interested in a particular Rabbit novel. Boswell devotes a chapter to each individual section of the tetralogy. At the same time, he treats each novel as an integral part of the more comprehensive whole.""--BOOK JACKET.",http://books.google.com/books/content?id=Qm9bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Introductory Mathematical Analysis for Business, Economics, and the Life and Social Sciences","Ernest F. Haeussler, Richard S. Paul",Business & Economics,,,"Introducing mathematical analysis to business, economics and social science students, this text begins with non-calculus topics such as equations, functions, linear programming and probability. The work then progresses through both single-variable and multivariable calculus.",http://books.google.com/books/content?id=BTB5nlkmgp4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Fiji Royal Gazette,Fiji,Fiji,,,,http://books.google.com/books/content?id=6zriy2NqWhUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Sportswoman,Constance M. K. Applebee,Athletics,,,,http://books.google.com/books/content?id=Ty_bs8MXN1wC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Veröffentlichungen Der Zoologischen Staatssammlung München,,Zoology,,,,http://books.google.com/books/content?id=S6DOOUAmyr4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
New Serial Titles,,Periodicals,,,"A union list of serials commencing publication after Dec. 31, 1949.",http://books.google.com/books/content?id=1MruqrWx5igC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Catalogue of Ionospheric Data WDC-C2,,Ionosphere,,,,http://books.google.com/books/content?id=GXPbtTTYAzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Disproportionation Reactions of Small Inorganic Radicals in the Context of Intermediate Complex Formation,Wing Tsang,Aircraft exhaust emissions,,,,http://books.google.com/books/content?id=dTEt4u36YBcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Report to the Government of Kuwait,R. Firmin,Afforestation,,,,http://books.google.com/books/content?id=HQqq8U280VYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Journal of the Linnean Society of London,,Botany,,,,http://books.google.com/books/content?id=O370xozp5yUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Miscellanea Musicologica,,Music,,,,http://books.google.com/books/content?id=pmkmzPEdYGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Chester White Swine Record,,Chester White swine,,,,http://books.google.com/books/content?id=LKHiMVWoc_oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Standard Handbook for Aerospace Engineers, Second Edition","Brij N. Agrawal, Max F. Platzer",Technology & Engineering,247.9 EUR,,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. A single source of essential information for aerospace engineers This fully revised resource presents theories and practices from more than 50 specialists in the many sub-disciplines of aeronautical and astronautical engineering—all under one cover. The Standard Handbook for Aerospace Engineers, Second Edition, contains complete details on classic designs as well as the latest techniques, materials, and processes used in aviation, defense, and space systems. You will get insightful, practical coverage of the gamut of aerospace engineering technologies along with hundreds of informative diagrams, charts, and graphs. Standard Handbook for Aerospace Engineers, Second Edition covers: •Futures of aerospace •Aircraft systems •Aerodynamics, aeroelasticity, and acoustics •Aircraft performance •Aircraft flight mechanics, stability, and control •Avionics and air traffic management systems •Aeronautical design •Spacecraft design •Astrodynamics •Rockets and launch vehicles •Earth’s environment and space •Attitude dynamics and control",http://books.google.com/books/content?id=HUVKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Proceedings of the Ocean Drilling Program,Ocean Drilling Program,Borings,,,,http://books.google.com/books/content?id=3POD1zBUfzgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Labour Market Trends,,Labor,,,,http://books.google.com/books/content?id=j_xQKZdu_WgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Studies on Prehistoric Cyprus ...,Einar Gjerstad,Bronze age,,,,http://books.google.com/books/content?id=0PtKaACBAzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Supplement to the Official Journal of the European Communities,,Gazettes,,,,http://books.google.com/books/content?id=Bv3yj9LhpegC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Journal of the Linnean Society,,Botany,,,,http://books.google.com/books/content?id=v4W5oFxjuHkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Year Books of Edward II.,,Great Britain,,,,http://books.google.com/books/content?id=mYZoPIxQsZsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"""Code of Massachusetts regulations, 2003""",,,,,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,http://books.google.com/books/content?id=EPgHZ61DrhgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Report on the meteorology of India,India. Meteorological Department,Meteorology,,5,,http://books.google.com/books/content?id=BsL0YCJnSQ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Allergy in Relation to Otolaryngology,French Keller Hansel,Allergy,,,,http://books.google.com/books/content?id=alY-Kx_YbjQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The World Almanac and Book of Facts 2004,William A. McGeveran,Reference,,,B & T Local 12-13-2003 $15.95.,http://books.google.com/books/content?id=7ulGRwKrXLAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
City Document ...,Worcester (Mass.),Worcester (Mass.),,,,http://books.google.com/books/content?id=cW3HYKYOdisC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Transactions of the Royal Society of Edinburgh,Royal Society of Edinburgh,Science,,,,http://books.google.com/books/content?id=NdJAgDG0XoIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"A Study of the Tribe Gesnerieae, with a Revision of Gesneria (Gesneriaceae, Gesnerioideae)","Francis Raymond Fosberg, Harold Ernest Robinson, Laurence E. Skog, Lyman B. Smith, Marie-Hélène Sachet, Mason E. Hale, Richard S. Cowan, Edward S. Ayensu",Botany,,,,http://books.google.com/books/content?id=jmVewor7Ha0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Water Supply Conditions in Southern California During ...,,Groundwater,,,,http://books.google.com/books/content?id=kh2Dn02_y9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Economic Bulletin for Europe,,Europe,,,,http://books.google.com/books/content?id=mSUHt26OJ2IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
